Type,Year,Age,Height,m
33,2019,17,17.1,3
33,2019,25,17.1,3
33,2019,17,17.1,3
33,2019,23,29.9,3
33,2019,16,10.6,3
33,2019,16,10.6,3
33,2019,16,10.6,3
33,2019,16,10.6,3
33,2019,16,10.6,3
33,2019,16,10.6,3
33,2019,16,10.6,3
33,2019,16,10.6,3
33,2019,16,10.6,3
33,2019,24,4.4,3
33,2019,24,4.4,3
33,2019,24,4.4,3
33,2019,24,4.4,3
33,2019,24,4.4,3
33,2019,24,4.4,3
33,2019,24,4.4,3
33,2019,24,4.4,3
33,2019,24,4.4,3
33,2019,24,4.4,3
33,2019,24,4.4,3
33,2019,24,4.4,3
33,2019,24,4.4,3
33,2019,24,4.4,3
33,2019,24,4.4,3
33,2019,24,4.4,3
33,2019,24,4.4,3
33,2019,24,4.4,3
33,2019,24,4.4,3
33,2019,24,4.4,3
33,2019,24,4.4,3
33,2019,24,4.4,3
33,2019,24,4.4,3
33,2019,24,4.4,3
33,2019,24,4.4,3
33,2019,24,4.4,3
33,2019,24,4.4,3
33,2019,24,4.4,3
33,2019,24,4.4,3
33,2019,24,4.4,3
33,2019,24,4.4,3
33,2019,24,4.4,3
33,2019,24,4.4,3
33,2019,24,4.4,3
33,2019,24,4.4,3
33,2019,24,4.4,3
33,2019,24,4.4,3
33,2019,22,10.3,3
33,2019,22,10.3,3
33,2019,22,10.3,3
33,2019,22,10.3,3
33,2019,22,10.3,3
33,2019,22,10.3,3
33,2019,22,10.3,3
33,2019,22,10.3,3
33,2019,22,10.3,3
33,2019,22,10.3,3
33,2019,25,15.4,3
33,2019,25,15.4,3
33,2019,25,15.4,3
33,2019,25,15.4,3
33,2019,24,4.4,3
33,2019,22,10.3,3
33,2019,22,10.3,3
33,2019,25,15.4,3
33,2019,25,15.4,3
33,2019,25,15.4,3
33,2019,25,15.4,3
33,2019,25,15.4,3
33,2019,25,15.4,3
33,2019,25,15.4,3
33,2019,25,15.4,3
33,2019,25,15.4,3
33,2019,25,15.4,3
33,2019,25,15.4,3
33,2019,25,15.4,3
33,2019,25,15.4,3
33,2019,25,15.4,3
33,2019,25,15.4,3
33,2019,25,15.4,3
33,2019,25,15.4,3
33,2019,25,15.4,3
33,2019,25,15.4,3
33,2019,25,15.4,3
33,2019,25,15.4,3
33,2019,25,21.2,3
33,2019,25,21.2,3
33,2019,25,21.2,3
33,2019,25,21.2,3
33,2019,25,21.2,3
33,2019,25,21.2,3
33,2019,25,21.2,3
33,2019,25,21.2,3
33,2019,25,21.2,3
33,2019,25,21.2,3
33,2019,25,21.2,3
33,2019,25,21.2,3
33,2019,25,21.2,3
33,2019,25,21.2,3
33,2019,25,21.2,3
33,2019,25,21.2,3
33,2019,25,21.2,3
33,2019,25,21.2,3
33,2019,25,21.2,3
33,2019,25,21.2,3
33,2019,25,21.2,3
33,2019,25,21.2,3
33,2019,25,21.2,3
33,2019,25,21.2,3
33,2019,25,21.2,3
33,2019,25,21.2,3
33,2019,23,9.3,3
33,2019,23,9.3,3
33,2019,23,14.3,3
33,2019,23,14.3,3
33,2019,26,14.3,3
33,2019,23,14.3,3
33,2019,26,14.3,3
33,2019,26,14.3,3
33,2019,26,14.3,3
33,2019,26,14.3,3
33,2019,26,14.3,3
33,2019,23,14.3,3
33,2019,26,18.29,3
33,2019,26,18.29,3
33,2019,26,18.29,3
33,2019,26,18.29,3
33,2019,26,18.29,3
33,2019,26,9.39,3
33,2019,26,9.39,3
33,2019,26,9.39,3
33,2019,26,9.39,3
2,2019,50,13.1,3
2,2019,50,13.1,3
2,2019,50,13.1,3
2,2019,50,13.1,3
2,2019,50,13.1,3
33,2019,40,12.9,3
33,2019,40,12.9,3
33,2019,40,11.8,3
33,2019,40,12.9,3
33,2019,40,11.8,3
2,2019,48,10.8,3
2,2019,48,10.8,3
2,2019,0,16,3
2,2019,44,12.1,3
2,2019,44,12.1,3
2,2019,44,12.1,3
2,2019,44,12.1,3
2,2019,44,12.1,3
2,2019,44,12.1,3
2,2019,44,12.1,3
2,2019,44,12.1,3
2,2019,44,12.1,3
2,2019,44,12.1,3
2,2019,44,12.1,3
2,2019,44,12.1,3
2,2019,44,12.1,3
2,2019,44,12.1,3
2,2019,44,12.1,3
2,2019,44,12.1,3
2,2019,44,12.1,3
2,2019,44,12.1,3
2,2019,44,12.1,3
2,2019,44,12.1,3
2,2019,44,12.1,3
2,2019,44,12.1,3
2,2019,44,14.9,3
2,2019,44,14.9,3
2,2019,44,14.9,3
2,2019,44,14.9,3
2,2019,44,14.9,3
2,2019,44,14.9,3
2,2019,54,12.4,3
2,2019,54,12.4,3
2,2019,44,14.9,3
2,2019,44,14.6,3
2,2019,44,14.6,3
2,2019,44,14.6,3
2,2019,44,14.6,3
2,2019,44,14.6,3
2,2019,44,14.6,3
2,2019,44,14.6,3
2,2019,44,14.6,3
2,2019,44,14.6,3
2,2019,41,14.6,3
2,2019,44,14.6,3
2,2019,41,14.6,3
2,2019,41,14.6,3
2,2019,41,14.6,3
2,2019,41,14.6,3
2,2019,41,14.9,3
2,2019,41,14.9,3
2,2019,41,14.6,3
2,2019,41,14.6,3
2,2019,41,14.9,3
2,2019,41,14.9,3
2,2019,41,14.9,3
2,2019,44,14.6,3
2,2019,41,14.6,3
2,2019,41,14.6,3
2,2019,41,14.9,3
2,2019,41,14.9,3
2,2019,41,14.9,3
2,2019,41,14.9,3
2,2019,44,14.6,3
2,2019,41,14.6,3
2,2019,41,14.9,3
2,2019,44,14.6,3
2,2019,41,14.9,3
2,2019,41,14.9,3
2,2019,41,14.9,3
2,2019,41,14.9,3
2,2019,44,14.6,3
2,2019,41,14.9,3
2,2019,41,14.9,3
2,2019,41,14.9,3
2,2019,41,14.9,3
2,2019,42,19.4,3
2,2019,42,19.4,3
2,2019,41,14.9,3
2,2019,41,14.9,3
2,2019,41,14.9,3
2,2019,41,14.9,3
2,2019,41,14.9,3
2,2019,0,14.7,3
2,2019,0,14.7,3
2,2019,0,14.7,3
2,2019,0,14.7,3
33,2019,43,9.39,3
33,2019,43,9.39,3
33,2019,43,9.39,3
33,2019,43,9.39,3
33,2019,43,9.39,3
2,2019,42,10.9,3
2,2019,42,10.9,3
2,2019,42,10.9,3
2,2019,53,10.7,3
2,2019,53,10.7,3
2,2019,53,10,3
2,2019,53,10,3
2,2019,53,10,3
2,2019,53,10,3
